Country Name,Country Code,Series Name,Series Code,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Late-demographic dividend,LTE,CO2 emissions (kt),EN.ATM.CO2E.KT,10397376.5566956,11030436.5421575,11394485.5616523,11682751.8797806,12689095.7999736,13652799.9915837,13992356.8476601,14433608.5500354,14360887.3690962,14305417.4529332,14285376.5790834,14543128.4008475,14912796.9216529,..,..
Late-demographic dividend,LTE,Forest area (sq. km),AG.LND.FRST.K2,17556878.508,17549426.266,17541974.025,17534521.782,17527069.541,17535737.695,17544405.847,17553074,17561742.154,17570410.307,17578118.622,17578621.615,17587197.862,..,..
Latin America & Caribbean,LCN,CO2 emissions (kt),EN.ATM.CO2E.KT,1445292.97550269,1505460.99577278,1563575.63876721,1531575.48201604,1613466.60742502,1675332.22177943,1734371.90107131,1778631.33007214,1790321.34921568,1782849.90219785,1747810.34046936,1713340.03184698,1689187.43577303,..,..
Latin America & Caribbean,LCN,Forest area (sq. km),AG.LND.FRST.K2,9822549.52,9767237.84,9711926.16,9656614.48,9601302.8,9572388.48,9543467.36,9514546.24,9485625.12,9456704,9426994.8,9392385.2,9369198.6,..,..
Latin America & Caribbean (excluding high income),LAC,CO2 emissions (kt),EN.ATM.CO2E.KT,1182150,1231290,1272910,1236790,1312820,1365790,1406200,1443720,1463440,1465780,1442170,1421350,1408370,..,..
Latin America & Caribbean (excluding high income),LAC,Forest area (sq. km),AG.LND.FRST.K2,9148587.06,9093595.77,9038604.48,8983613.19,8928621.9,8899224.36,8869826.82,8840429.28,8811031.74,8781634.2,8751821.6,8716921.9,8693197.8,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,CO2 emissions (kt),EN.ATM.CO2E.KT,1392010,1450240,1507960,1468940,1553310,1615470,1671480,1717780,1730430,1722720,1687450,1656490,1633250,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Forest area (sq. km),AG.LND.FRST.K2,9784914.2,9729045.5,9673176.8,9617308.1,9561439.4,9532008,9502576.6,9473145.2,9443713.8,9414282.4,9383996.8,9349370.8,9326176.9,..,..
Least developed countries: UN classification,LDC,CO2 emissions (kt),EN.ATM.CO2E.KT,160932.075472525,173857.488927538,184545.616025271,201213.399387007,217047.285106483,229443.885422503,239989.639752045,258124.571461542,277684.823890682,288955.977099205,310386.331181776,331230.383124353,338640.029134978,..,..
Least developed countries: UN classification,LDC,Forest area (sq. km),AG.LND.FRST.K2,5589741.601,5560713.931,5531686.261,5502658.59,5473630.92,5706757.236,5667501.852,5628246.468,5588991.084,5549735.7,5510387.9,5471861.6,5433740.18,..,..
Low & middle income,LMY,CO2 emissions (kt),EN.ATM.CO2E.KT,14624393.2788482,15529161.4414979,16041642.7650631,16450672.5165904,17682588.3763145,18883932.3989046,19446572.3638731,19948742.9084961,20175506.6731331,20092679.3732224,20201900.8658996,20687299.6833284,21334207.7303944,..,..
Low & middle income,LMY,Forest area (sq. km),AG.LND.FRST.K2,30328283.0460008,30271777.7880008,30215272.5310008,30158767.2710008,30102262.0140008,30317353.8550008,30260063.9940008,30202774.1340008,30145484.2760008,30088194.4160008,30044956.5010008,29977616.175,29927409.442,..,..
Low income,LIC,CO2 emissions (kt),EN.ATM.CO2E.KT,204351.244560847,199022.497734821,214843.505753176,200406.31958499,200912.343992888,185401.146836511,175662.758741662,156787.615063905,163116.881907559,147652.168422256,156142.398541008,152609.069963241,149413.711945085,..,..
Low income,LIC,Forest area (sq. km),AG.LND.FRST.K2,3047644.196,3032915.272,3018186.348,3003457.424,2988728.5,3240589.36,3220068.52,3199547.68,3179026.84,3158506,3136866.2,3116042.5,3095631.28,..,..
Lower middle income,LMC,CO2 emissions (kt),EN.ATM.CO2E.KT,3439900.13489183,3678144.09426765,3796644.91645004,3945382.0830141,4149853.10769455,4380573.046318,4570086.19751872,4652369.52966142,4913355.86867488,4967186.17959693,5095344.99912323,5308121.50077267,5608350.96799786,..,..
Lower middle income,LMC,Forest area (sq. km),AG.LND.FRST.K2,7091009.12600076,7070869.73800076,7050730.35000076,7030590.96100076,7010451.57300076,6979564.12000076,6948676.66700076,6917789.21400076,6886901.76200076,6856014.30900076,6839080.57900076,6804014.802,6776367.9,..,..
Middle East & North Africa,MEA,CO2 emissions (kt),EN.ATM.CO2E.KT,1769544.69838678,1860354.63808797,1972254.23564486,2056000.84559799,2139556.82591304,2181023.78876632,2307912.89576013,2351557.04974313,2443881.99341017,2477603.37307382,2495121.2335001,2529043.27594068,2531611.75948543,..,..
Middle East & North Africa,MEA,Forest area (sq. km),AG.LND.FRST.K2,220383.600000763,222359.550000763,224335.500000763,226311.450000763,228287.400000763,228452.620000763,228617.840000763,228783.060000763,228948.280000763,229113.500000763,229100.900000763,229103.3,229258.9,..,..
Middle East & North Africa (excluding high income),MNA,CO2 emissions (kt),EN.ATM.CO2E.KT,1079480.63056169,1129435.70488131,1172756.27819798,1232768.81306684,1252783.05888453,1261561.94336795,1323819.53699805,1350387.74359407,1398812.55364594,1385493.21399966,1398550.79791593,1436132.88022854,1470946.39231988,..,..
Middle East & North Africa (excluding high income),MNA,Forest area (sq. km),AG.LND.FRST.K2,205841.080000763,207806.610000763,209772.140000763,211737.670000763,213703.200000763,213846.260000763,213989.320000763,214132.380000763,214275.440000763,214418.500000763,214657.400000763,214660.2,214816.2,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,CO2 emissions (kt),EN.ATM.CO2E.KT,1072240,1121860,1164890,1224500,1244380,1253100,1314940,1341330,1389430,1376200,1389170,1426500,1461080,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Forest area (sq. km),AG.LND.FRST.K2,205749.38,207714.91,209680.44,211645.97,213611.5,213754.56,213897.62,214040.68,214183.74,214326.8,214565.7,214660.2,214816.2,..,..
Middle income,MIC,CO2 emissions (kt),EN.ATM.CO2E.KT,14418249.9527771,15327681.0810587,15824545.9942268,16247340.5447804,17478083.5216956,18693794.2482869,19265560.2010181,19785934.2726487,20006403.9413466,19938728.7904212,20039600.9948248,20528219.1874424,21177938.6673191,..,..
Middle income,MIC,Forest area (sq. km),AG.LND.FRST.K2,27280638.8500008,27238862.5160008,27197086.1830008,27155309.8470008,27113533.5140008,27076764.4950008,27039995.4740008,27003226.4540008,26966457.4360008,26929688.4160008,26908090.3010008,26861573.675,26831778.162,..,..
North America,NAC,CO2 emissions (kt),EN.ATM.CO2E.KT,6200326.538512,6314305.74071488,6116180.2144772,5682803.13554922,5930460.04334631,5722290.1811996,5499724.10453784,5648288.23626019,5666856.25164582,5543983.21017687,5441468.95712913,5378301.68927089,5558099.30377015,..,..
North America,NAC,Forest area (sq. km),AG.LND.FRST.K2,6541615.14,6546319.38,6551023.62,6555727.86,6560432.1,6562769.1,6565106.1,6567443.1,6569780.1,6572117.1,6571720.4,6568350.5,6567980.7,..,..
Not classified,INX,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Not classified,INX,Forest area (sq. km),AG.LND.FRST.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,CO2 emissions (kt),EN.ATM.CO2E.KT,13124420,13294680,12976000,12207250,12688450,12449720,12262310,12321670,12094430,12032840,11961830,11924640,11998460,..,..
OECD members,OED,Forest area (sq. km),AG.LND.FRST.K2,11539457.136,11544799.31,11550141.483,11555483.657,11560825.83,11573194.09,11585562.35,11597930.61,11610298.87,11622667.13,11631555.2,11629150.3,11630163.6,..,..
Other small states,OSS,CO2 emissions (kt),EN.ATM.CO2E.KT,136421.697733148,145761.105042956,153260.779804115,151129.504939013,161514.44331472,166159.014011309,174865.070771582,180585.332084048,187039.475779308,185983.891530083,187944.262278644,192096.226992261,197072.552738607,..,..
Other small states,OSS,Forest area (sq. km),AG.LND.FRST.K2,611836.796,610057.372,608277.948,606498.524,604719.1,602668.88,600618.66,598568.44,596518.22,594468,592247.9,590206.8,587984.7,..,..
Pacific island small states,PSS,CO2 emissions (kt),EN.ATM.CO2E.KT,2770,2660,2270,2340,2500,2480,2410,2570,2760,2950,3490,3590,3780,..,..
Pacific island small states,PSS,Forest area (sq. km),AG.LND.FRST.K2,43151.78,43207.66,43263.54,43319.42,43375.3,43431.04,43486.78,43542.52,43598.26,43654,43709.9,43765.7,43821.6,..,..
Post-demographic dividend,PST,CO2 emissions (kt),EN.ATM.CO2E.KT,12396524.7038996,12527069.0859575,12186617.3865295,11397032.6454777,11856750.0948029,11601466.6569641,11390512.9722928,11455005.4184579,11206623.980318,11060907.2723915,10951803.3587856,10847669.6898607,10935463.9309272,..,..
Post-demographic dividend,PST,Forest area (sq. km),AG.LND.FRST.K2,9956764.852,9964275.323,9971785.793,9979296.264,9986806.734,9999287.936,10011769.138,10024250.34,10036731.542,10049212.744,10061358.057,10059915.984,10061410.6,..,..
Pre-demographic dividend,PRE,CO2 emissions (kt),EN.ATM.CO2E.KT,290400.109834911,288769.103845816,308381.697602893,323101.273392684,362843.114977919,393254.791867768,415673.526363849,441800.768949695,461688.971381734,455631.650844057,472632.530486471,479921.506200142,513004.571870087,..,..
Pre-demographic dividend,PRE,Forest area (sq. km),AG.LND.FRST.K2,5443117.796,5414706.422,5386295.048,5357883.674,5329472.3,5566366.88,5530879.76,5495392.64,5459905.52,5424418.4,5387374.479,5351162,5315324.18,..,..
Small states,SST,CO2 emissions (kt),EN.ATM.CO2E.KT,182160.4017766,191450.71283374,195518.362539839,202227.473660023,203723.967008686,209810.376198553,220175.350264466,224574.438094766,230018.058195274,228390.998312834,228009.342291027,231343.810692077,237761.658006144,..,..
Small states,SST,Forest area (sq. km),AG.LND.FRST.K2,1022000.096,1020155.522,1018310.948,1016466.374,1014621.8,1012330.04,1010038.28,1007746.52,1005454.76,1003163,1000715.7,998487.8,996029.7,..,..
South Asia,SAS,CO2 emissions (kt),EN.ATM.CO2E.KT,1400870,1540250,1629080,1781870,1884320,1991420,2145490,2203550,2389180,2422620,2479230,2622720,2770040,..,..
South Asia,SAS,Forest area (sq. km),AG.LND.FRST.K2,867889.745,869562.989,871236.233,872909.476,874582.72,876984.756,879386.792,881788.828,884190.864,886592.9,888601.5,891070.5,893309.3,..,..
South Asia (IDA & IBRD),TSA,CO2 emissions (kt),EN.ATM.CO2E.KT,1400870,1540250,1629080,1781870,1884320,1991420,2145490,2203550,2389180,2422620,2479230,2622720,2770040,..,..
South Asia (IDA & IBRD),TSA,Forest area (sq. km),AG.LND.FRST.K2,867889.745,869562.989,871236.233,872909.476,874582.72,876984.756,879386.792,881788.828,884190.864,886592.9,888601.5,891070.5,893309.3,..,..
Sub-Saharan Africa,SSF,CO2 emissions (kt),EN.ATM.CO2E.KT,628568.982170632,652133.504069605,689721.642471437,659705.651209378,708066.43094206,713356.837743714,739647.332613006,771046.219406582,798787.276962011,777968.88796473,785929.452973371,801739.739680406,823424.721830527,..,..
Sub-Saharan Africa,SSF,Forest area (sq. km),AG.LND.FRST.K2,6525610.852,6492791.764,6459972.676,6427153.588,6394334.5,6627570.26,6588424.32,6549278.38,6510132.44,6470986.5,6430836.879,6391509.3,6352213.38,..,..
Sub-Saharan Africa (excluding high income),SSA,CO2 emissions (kt),EN.ATM.CO2E.KT,627826.790794243,651482.364106203,689020.316122365,659195.918528029,707627.751723706,712958.585146119,739198.804965916,770638.207769925,798329.066393456,777470.231840796,785390.542931806,801150.551260482,822805.44761491,..,..
Sub-Saharan Africa (excluding high income),SSA,Forest area (sq. km),AG.LND.FRST.K2,6525273.852,6492454.764,6459635.676,6426816.588,6393997.5,6627233.26,6588087.32,6548941.38,6509795.44,6470649.5,6430499.879,6391172.3,6351876.38,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,CO2 emissions (kt),EN.ATM.CO2E.KT,628568.982170632,652133.504069605,689721.642471437,659705.651209378,708066.43094206,713356.837743714,739647.332613006,771046.219406582,798787.276962011,777968.88796473,785929.452973371,801739.739680406,823424.721830527,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Forest area (sq. km),AG.LND.FRST.K2,6525610.852,6492791.764,6459972.676,6427153.588,6394334.5,6627570.26,6588424.32,6549278.38,6510132.44,6470986.5,6430836.879,6391509.3,6352213.38,..,..
Upper middle income,UMC,CO2 emissions (kt),EN.ATM.CO2E.KT,10977998.7612252,11649193.7741631,12027545.7096412,12301660.276254,13327776.5770184,14312654.1375522,14694967.8734018,15132986.9235657,15092758.6425208,14971353.4720457,14944211.1376824,15220176.5453778,15569855.4508945,..,..
Upper middle income,UMC,Forest area (sq. km),AG.LND.FRST.K2,20189629.724,20167992.778,20146355.833,20124718.886,20103081.941,20097200.375,20091318.807,20085437.24,20079555.674,20073674.107,20069009.722,20057558.873,20055410.262,..,..
World,WLD,CO2 emissions (kt),EN.ATM.CO2E.KT,28223539.0535022,29312213.4995752,29574920.7763931,29253757.5061305,31031799.0424309,32004027.8518917,32444191.5472416,33053846.5169509,33085191.9751693,32943427.7812085,32940650.0788955,33351608.0948268,34041045.9740377,..,..
World,WLD,Forest area (sq. km),AG.LND.FRST.K2,40293287.6,40259147.7,40225008.7,40190869.1,40156729.7,40123639.2,40090560.5,40057482,40024403.3,39991324.6,39958245.9,..,..,..,..
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,
Last Updated: 07/30/2021,,,,,,,,,,,,,,,,,,
